fid,Longitude,Latitude,ID_SEC_COR,NAME_SEC,DEPARTEMENT,COMMUNE,ARRONDISSEMENT,AIRE_KM2,PC_AGL2010,PLUV_MIN,PLUV_MAX,ALT_MIN,ALT_MAX,POPES2021,Log_Popes2021,DANSI2021,Log_dansi2021,DEPATMAN,KOMIN,SEKSYON,AWONDISMAN,PC0_12,PC12_30,PC30_60,PC_60plus,PC_POV,Elvaj_Venal,Log_Elvaj_Venal,Venal_tet,log_Venal_tet,Elvaj_Dominant,PC_3kmSant,PC_3kmLekol,Log_PC_3kmLekol,Pente_Moy,Rejyon_Kr,Lapli_mm,Log_Lapli,LANME,FWONTYE,Risk_Ewo,Dans_wout,log_Dans_wout,km.res$cluster,cluster
1,-73.83257485,18.16446887,712-01,1ère Boury,Sud,Torbeck,Cayes,42.4953,91,4,5,0,40,28606,4.46,673,2.83,Sid,Tòbèk,1e Bouri,Okay,99.8,0.2,0,0,49,579181,5.76,20.25,1.31,Bovin,1,0,-1,1.04,Gran Sid,2400,3.380211242,1,0,0,1.435,0.1569,4,4
2,-72.42366601,19.60035008,361-08,8ème Ilot à Cornes,Nord,Limbé,Limbé,25.4538,37,4,5,110,850,4530,3.66,178,2.25,Nò,Lenbe,8e Ilowakòn,Lenbe,2.7,66.7,30.7,0,73,377293,5.58,83.29,1.92,Bovin,47,11,1.04,28.02,Gran Nòdès,2303,3.362293938,0,0,98,0.302,-0.52,3,3
3,-73.38633979,18.42336429,1024-03,3 ème Arnaud,Nippes,Arnaud,Anse à Veau,21.1222,49,3,4,70,440,5467,3.74,259,2.41,Nip,Ano,3e Ano,Ansavo,24.1,55.3,20.6,0,54,238280,5.38,43.59,1.64,Bovin,25,0,-1,22.84,Gran Sid,1272,3.104487111,0,0,86,0.142,-0.8477,3,3
4,-73.40261236,18.47252237,1024-01,1ère Baconnois-Barreau,Nippes,Arnaud,Anse à Veau,34.2099,56,3,3,20,630,8561,3.93,250,2.4,Nip,Ano,1e Bakonwa-Bawo,Ansavo,22.2,53.1,24.7,0,59,308414,5.49,36.03,1.56,Bovin,36,0,-1,23.82,Gran Sid,1200,3.079181246,0,0,57,0.146,-0.8356,4,4
5,-73.3558558,18.43497737,1024-02,2ème Baquet,Nippes,Arnaud,Anse à Veau,18.7411,62,3,4,40,510,4231,3.63,226,2.35,Nip,Ano,2e Bakè,Ansavo,38.8,39.8,21.4,0,63,377326,5.58,89.18,1.95,Bovin,62,0,-1,20.43,Gran Sid,1222,3.087071206,0,0,75,0.459,-0.3382,3,3
6,-73.93862707,18.33193015,712-04,4ème Moreau,Sud,Torbeck,Cayes,44.3588,53,5,7,160,1860,9312,3.97,210,2.32,Sid,Tòbèk,4e Mowo,Okay,13.6,22.6,42.3,21.6,72,763242,5.88,81.96,1.91,Bovin,70,29,1.46,41.85,Gran Sid,3244,3.511080846,0,0,75,0.156,-0.8069,3,3
7,-72.25609992,19.60047174,322-03,3ème Grand Boucan N,Nord,Plaine du Nord,Acul du Nord,22.3564,72,4,5,40,730,8190,3.91,366,2.56,Nò,Plèndinò,3e Gran Boukan,Akildinò,40.8,52.7,6.6,0,58,234704,5.37,28.66,1.46,Bovin,3,0,-1,15.31,Gran Nòdès,1878,3.273695588,0,0,58,0.634,-0.1979,4,4
8,-72.25008076,19.65067634,322-04,4ème Bassin Diamant,Nord,Plaine du Nord,Acul du Nord,6.0688,99,4,4,10,40,1735,3.24,286,2.46,Nò,Plèndinò,4e Basen Dyaman,Akildinò,99.8,0,0,0,66,112221,5.05,64.68,1.81,Bovin,35,0,-1,1.35,Gran Nòdès,1700,3.230448921,0,0,0,0.89,-0.0506,4,4
9,-73.85533475,18.20812512,712-02,2ème Bérault,Sud,Torbeck,Cayes,48.7322,81,5,5,30,110,23077,4.36,474,2.68,Sid,Tòbèk,2e Bero,Okay,100,0,0,0,51,519751,5.72,22.52,1.35,Bovin,15,4,0.6,1.4,Gran Sid,2400,3.380211242,0,0,0,1.979,0.2964,4,4
10,-73.11175388,19.86392105,934-02,2ème Guinaudée,Nord Ouest,Jean Rabel,Môle Saint Nicolas,104.7568,49,1,3,0,660,36940,4.57,353,2.55,Nòdwès,Jan Rabèl,2e Ginode,Mòl Sen Nikol,64.3,35,0.8,0,58,1645838,6.22,44.55,1.65,Caprin,29,1,0,11.7,Gran Nòdwès,687,2.836956737,1,0,48,0.577,-0.2388,4,4
11,-72.28217197,19.73217348,322-01,1ère Morne rouge,Nord,Plaine du Nord,Acul du Nord,42.5162,96,4,4,0,710,23087,4.36,543,2.73,Nò,Plèndinò,1e Mòn Wouj,Akildinò,53.1,12.5,34.4,0,50,732454,5.86,31.73,1.5,Bovin,0,0,-1,20.53,Gran Nòdès,1700,3.230448921,1,0,45,1.059,0.0249,4,4
12,-73.902588,18.2713346,712-03,3ème Solon,Sud,Torbeck,Cayes,53.6592,61,5,6,90,560,19340,4.29,360,2.56,Sid,Tòbèk,3e Solon,Okay,44.1,51.7,4.2,0,57,441452,5.64,22.83,1.36,Bovin,25,0,-1,14.29,Gran Sid,2545,3.405687787,0,0,41,0.982,-0.0079,4,4
13,-73.13932509,19.80968353,934-03,3ème Vielle Hatte,Nord Ouest,Jean Rabel,Môle Saint Nicolas,100.8741,54,1,3,0,640,40363,4.61,400,2.6,Nòdwès,Jan Rabèl,3e Vyeyat,Mòl Sen Nikol,53.1,43.9,2.9,0,58,1265780,6.1,31.36,1.5,Caprin,17,0,-1,14.47,Gran Nòdwès,931,2.968949681,1,0,64,0.501,-0.3002,4,4
14,-72.26348706,19.67303563,322-02,2ème Basse Plaine,Nord,Plaine du Nord,Acul du Nord,29.7512,79,4,4,10,40,12504,4.1,420,2.62,Nò,Plèndinò,2e Basplenn,Akildinò,100,0,0,0,53,334811,5.52,26.78,1.43,Bovin,1,0,-1,1.06,Gran Nòdès,1700,3.230448921,0,0,0,0.789,-0.1029,4,4
15,-73.04737239,19.83333625,934-01,1ère Lacoma,Nord Ouest,Jean Rabel,Môle Saint Nicolas,136.1614,35,1,3,0,710,42860,4.63,315,2.5,Nòdwès,Jan Rabèl,1e Lakoma,Mòl Sen Nikol,65.9,32.1,2,0,61,1462366,6.17,34.12,1.53,Caprin,44,3,0.48,11.76,Gran Nòdwès,664,2.822168079,1,0,51,0.419,-0.3778,4,4
16,-72.44133767,19.32084755,551-07,7ème mamont,Artibonite,Saint-Michel,Marmelade,97.8679,52,3,5,340,1080,33584,4.53,343,2.54,Latibonit,Sen Michèl Latala,7e Mamon,Mamlad,46.5,43.6,10,0,57,2044908,6.31,60.89,1.78,Bovin,29,0,-1,16.24,Gran Nòdwès,1798,3.254789687,0,0,56,0.197,-0.7055,4,4
17,-73.20427632,19.80520692,934-06,6ème Grande Source,Nord Ouest,Jean Rabel,Môle Saint Nicolas,32.2013,70,3,3,80,870,18331,4.26,569,2.76,Nòdwès,Jan Rabèl,6e Gran Sous,Mòl Sen Nikol,15.5,62.9,21.6,0,64,540212,5.73,29.47,1.47,Bovin,21,0,-1,24.17,Gran Nòdwès,1200,3.079181246,0,0,95,0.916,-0.0381,4,4
18,-72.27031234,19.33325005,551-08,8ème l'Attalaye,Artibonite,Saint-Michel,Marmelade,123.9332,56,2,4,330,650,39828,4.6,321,2.51,Latibonit,Sen Michèl Latala,8e Latalay,Mamlad,96.8,3.2,0,0,55,857930,5.93,21.54,1.33,Bovin,62,0,-1,2.94,Gran Nòdwès,1286,3.109240969,0,0,2,0.841,-0.0752,4,4
19,-73.22920996,19.86169647,934-07,7ème Diondion,Nord Ouest,Jean Rabel,Môle Saint Nicolas,47.7574,49,1,3,0,660,22171,4.35,464,2.67,Nòdwès,Jan Rabèl,7e Dyondyon,Mòl Sen Nikol,31,63.9,5.1,0,59,691911,5.84,31.21,1.49,Caprin,30,0,-1,17.97,Gran Nòdwès,880,2.944482672,1,0,71,0.461,-0.3363,4,4
20,-72.28238402,19.23836134,551-05,5ème L'Ermite,Artibonite,Saint-Michel,Marmelade,45.4054,19,4,5,300,840,16462,4.22,363,2.56,Latibonit,Sen Michèl Latala,5e Lèmit,Mamlad,77.1,22.9,0,0,71,710571,5.85,43.16,1.64,Bovin,38,0,-1,7.96,Gran Nòdwès,2098,3.321805484,0,0,27,0.002,-2.699,4,4
21,-73.15319827,19.7774226,934-04,4ème La Montagne,Nord Ouest,Jean Rabel,Môle Saint Nicolas,31.7302,61,2,3,120,880,16179,4.21,510,2.71,Nòdwès,Jan Rabèl,4e Lamontay,Mòl Sen Nikol,26.1,62.4,11.6,0,59,292176,5.47,18.06,1.26,Caprin,31,6,0.78,20.47,Gran Nòdwès,1159,3.064083436,0,0,93,0.501,-0.3002,4,4
22,-72.34274702,19.27903209,551-06,6ème Lacedras,Artibonite,Saint-Michel,Marmelade,104.7261,15,4,5,320,850,39756,4.6,380,2.58,Latibonit,Sen Michèl Latala,6e Lasedra,Mamlad,71.7,27.7,0.6,0,57,516505,5.71,12.99,1.11,Bovin,57,0,-1,9.13,Gran Nòdwès,2049,3.311541958,0,0,25,0.169,-0.7721,4,4
23,-73.23903248,19.79789133,934-05,5ème Dessources,Nord Ouest,Jean Rabel,Môle Saint Nicolas,30.6369,83,2,3,100,690,21270,4.33,694,2.84,Nòdwès,Jan Rabèl,5e Desous,Mòl Sen Nikol,35.3,64.5,0.2,0,50,265593,5.42,12.49,1.1,Caprin,21,0,-1,16.35,Gran Nòdwès,1200,3.079181246,0,0,76,0.862,-0.0645,4,4
24,-72.33141571,19.41981639,551-03,3ème Bas de Sault,Artibonite,Saint-Michel,Marmelade,38.2339,90,2,4,420,820,34855,4.54,912,2.96,Latibonit,Sen Michèl Latala,3e Badeso,Mamlad,72,26.2,1.7,0,50,1365321,6.14,39.17,1.59,Bovin,16,0,-1,10.97,Gran Nòdwès,1086,3.035829825,0,0,15,1.145,0.0588,4,4
25,-72.27162169,19.42404559,551-04,4ème Lalomas,Artibonite,Saint-Michel,Marmelade,66.6851,76,2,4,450,1060,39504,4.6,592,2.77,Latibonit,Sen Michèl Latala,4e Laloma,Mamlad,49.5,47.5,3,0,53,927085,5.97,23.47,1.37,Bovin,57,0,-1,14.33,Gran Nòdwès,1163,3.065579715,0,0,60,0.24,-0.6198,4,4
26,-72.39190624,19.3631327,551-01,1ère Platana,Artibonite,Saint-Michel,Marmelade,77.6031,52,3,4,370,1470,31432,4.5,405,2.61,Latibonit,Sen Michèl Latala,1e Platana,Mamlad,42.8,36.1,21.1,0,52,783463,5.89,24.93,1.4,Bovin,62,12,1.08,19.21,Gran Nòdwès,1601,3.204391332,0,0,63,0.308,-0.5114,4,4
27,-72.36423896,19.43251358,551-02,2ème Camathe,Artibonite,Saint-Michel,Marmelade,48.147,63,2,4,430,950,17935,4.25,373,2.57,Latibonit,Sen Michèl Latala,2e Kamat,Mamlad,56.6,43.4,0,0,56,348976,5.54,19.46,1.29,Bovin,78,0,-1,13,Gran Nòdwès,1305,3.115610512,0,0,30,0.724,-0.1403,4,4
28,-72.3328219,18.59391837,117-01,1ère Varreux,Ouest,Cité Soleil,Port-au-Prince,16.3336,99,3,3,0,20,123730,5.09,7575,3.88,Lwès,Site Solèy,1e Vare,Pòtoprens,100.1,0,0,0,41,837952,5.92,6.77,0.83,Bovin,0,0,-1,1.01,Pòtòprens,1200,3.079181246,1,0,0,4.271,0.6305,2,2
29,-72.30682065,18.59434319,117-02,2ème Varreux,Ouest,Cité Soleil,Port-au-Prince,5.0854,100,3,3,20,30,49392,4.69,9713,3.99,Lwès,Site Solèy,2e Vare,Pòtoprens,100,0,0,0,46,493944,5.69,10,1,Bovin,0,0,-1,1,Pòtòprens,1200,3.079181246,0,0,0,9.214,0.9644,2,2
30,-72.83044747,19.67790207,522-03,3ème Lagon,Artibonite,Terre Neuve,Gros Morne,41.5739,62,3,3,240,1030,12375,4.09,298,2.47,Latibonit,Tènèv,3e Lagon,Gwo Mòn,7.4,65.5,27.1,0,57,906551,5.96,73.26,1.86,Caprin,44,0,-1,26.58,Gran Nòdwès,1200,3.079181246,0,0,63,0.291,-0.5361,4,4
31,-71.93904767,19.52718774,413-02,2ème Bas des Perches,Nord Est,Perches,Fort-Liberté,24.4247,77,3,5,70,1040,8525,3.93,349,2.54,Nòdès,Opèch,2e Ba Dèpèch,Fò Libète,58.7,21.2,20.1,0,62,196735,5.29,23.08,1.36,Bovin,8,0,-1,15.81,Gran Nòdès,1694,3.228913406,0,0,41,0.576,-0.2396,4,4
32,-72.77199917,19.57214628,522-01,1ère Dolan,Artibonite,Terre Neuve,Gros Morne,89.9579,21,2,3,150,1070,11196,4.05,124,2.09,Latibonit,Tènèv,1e Dolan,Gwo Mòn,7.7,60.2,32.1,0,66,242633,5.38,21.67,1.34,Bovin,73,0,-1,27.75,Gran Nòdwès,1146,3.059184618,0,0,74,0.208,-0.6819,3,3
33,-72.82409717,19.62466041,522-02,2ème Bois Neuf,Artibonite,Terre Neuve,Gros Morne,49.6145,28,2,3,150,960,7083,3.85,143,2.16,Latibonit,Tènèv,2e Bwa Nèf,Gwo Mòn,11.3,63.5,25.2,0,75,129670,5.11,18.31,1.26,Bovin,45,0,-1,25.64,Gran Nòdwès,1124,3.050766311,0,0,68,0.483,-0.3161,3,3
34,-71.92800822,19.50367807,413-01,1ère Haut des Perches,Nord Est,Perches,Fort-Liberté,15.9735,18,4,5,90,1010,3001,3.48,188,2.27,Nòdès,Opèch,1e Wo Dèpèch,Fò Libète,60.4,0.7,38.9,0,72,150300,5.18,50.08,1.7,Bovin,11,0,-1,19.87,Gran Nòdès,1946,3.289142836,0,0,39,0.275,-0.5607,3,3
35,-72.45094308,19.5798679,371-05,5ème La trouble,Nord,Plaisance,Plaisance,15.6329,45,4,4,350,720,3598,3.56,230,2.36,Nò,Plezans,5e Latwoub,Plezans,87.3,9.1,3.6,0,54,147559,5.17,41.01,1.61,Bovin,37,0,-1,10.94,Gran Nòdès,1700,3.230448921,0,0,57,0.645,-0.1904,3,3
36,-72.44185022,19.54890529,371-06,6ème La Ville,Nord,Plaisance,Plaisance,15.3932,28,4,4,360,1050,4798,3.68,312,2.49,Nò,Plezans,6e Lavil,Plezans,37.8,44.8,17.3,0,68,238604,5.38,49.73,1.7,Bovin,86,0,-1,20.41,Gran Nòdès,1700,3.230448921,0,0,69,0.052,-1.284,3,3
37,-72.48214271,19.64078228,371-03,3ème Haut Martineau,Nord,Plaisance,Plaisance,9.2076,72,4,5,330,790,3552,3.55,386,2.59,Nò,Plezans,3e Wo Matino,Plezans,11.7,77.5,10.6,0,66,217067,5.34,61.11,1.79,Bovin,79,0,-1,22.09,Gran Nòdès,1974,3.295347148,0,0,92,0.163,-0.7878,3,3
38,-72.51708932,19.59660456,371-04,4ème Mapou,Nord,Plaisance,Plaisance,18.3149,0,4,4,340,1010,5009,3.7,273,2.44,Nò,Plezans,4e Mapou,Plezans,34.4,42.2,23.4,0,69,356989,5.55,71.27,1.85,Bovin,73,0,-1,22.31,Gran Nòdès,1700,3.230448921,0,0,84,0.005,-2.301,3,3
39,-72.50707255,19.63931081,371-01,1ère Gobert,Nord,Plaisance,Plaisance,12.9258,76,4,4,300,860,6023,3.78,466,2.67,Nò,Plezans,1e Gobè,Plezans,12.2,81.1,6.7,0,52,179498,5.25,29.8,1.47,Bovin,100,0,-1,21.09,Gran Nòdès,1700,3.230448921,0,0,91,0.487,-0.3125,3,3
40,-72.46191613,19.63779021,371-02,2ème Champagne,Nord,Plaisance,Plaisance,13.1787,38,4,5,430,1070,165,2.22,13,1.11,Nò,Plezans,2e Chanpay,Plezans,9.6,55.8,34.6,0,73,152748,5.18,925.75,2.97,Bovin,47,0,-1,28.09,Gran Nòdès,2231,3.34849957,0,0,100,0.159,-0.7986,3,3
41,-71.84028038,18.35087447,135-01,1ère Fonds-Verrettes,Ouest,Fonds-Verrettes,Croix des Bouquets,287.256,58,2,5,350,2370,95722,4.98,333,2.52,Lwès,Fon Vèrèt,1e Fon Vèrèt,Kwadèboukè,12.4,64.6,22.1,0.9,56,2489028,6.4,26,1.42,Bovin,52,1,0,25.22,Gran Sid,1808,3.257198426,0,1,86,0.402,-0.3958,1,1
42,-72.30751741,19.53385752,342-05,5ème Haut du Trou,Nord,Dondon,Saint Raphaël,20.0289,52,5,5,480,980,6687,3.83,334,2.52,Nò,Dondon,5e Woditwou,Sen Rafayèl,34.5,46.4,19,0,74,44381,4.65,6.64,0.82,Bovin,100,0,-1,21.25,Gran Nòdès,2400,3.380211242,0,0,90,0.005,-2.301,3,3
43,-72.29244931,19.48774254,342-03,3ème Matador,Nord,Dondon,Saint Raphaël,34.5764,50,4,5,450,1070,12452,4.1,360,2.56,Nò,Dondon,3e Matadò,Sen Rafayèl,12.9,66.7,20.4,0,70,141196,5.15,11.34,1.05,Bovin,76,0,-1,24.27,Gran Nòdès,1891,3.276691529,0,0,90,0.283,-0.5482,3,3
44,-72.27003545,19.53528502,342-04,4ème Laguille,Nord,Dondon,Saint Raphaël,25.2069,68,5,5,420,900,15196,4.18,603,2.78,Nò,Dondon,4e Lagiy,Sen Rafayèl,16.2,66,17.7,0,73,146389,5.17,9.63,0.98,Bovin,23,0,-1,22.9,Gran Nòdès,2400,3.380211242,0,0,68,0.42,-0.3768,3,3
45,-72.23726955,19.55554966,342-01,1ère Brostage,Nord,Dondon,Saint Raphaël,21.4918,75,5,5,420,850,7840,3.89,365,2.56,Nò,Dondon,1e Bwostaj,Sen Rafayèl,20.6,61.3,18,0,60,179572,5.25,22.9,1.36,Bovin,36,0,-1,22.18,Gran Nòdès,2400,3.380211242,0,0,50,0.451,-0.3458,4,4
46,-72.23497233,19.5055277,342-02,2ème Bassin Caiman,Nord,Dondon,Saint Raphaël,19.0794,24,4,5,400,1010,6476,3.81,339,2.53,Nò,Dondon,Basen Kayiman,Sen Rafayèl,36.2,46.3,17.5,0,52,120099,5.08,18.55,1.27,Bovin,30,0,-1,20.51,Gran Nòdès,2051,3.31196566,0,0,63,0.508,-0.2941,3,3
47,-74.06708654,18.26787501,742-01,1ère Paricot,Sud,Port-à-Piment,Coteaux,22.2858,68,3,5,0,840,8185,3.91,367,2.56,Sid,Pòtapiman,1e Pariko,Okoto,5.9,66.4,27.6,0,63,212667,5.33,25.98,1.41,Bovin,27,0,-1,26.8,Gran Sid,1554,3.191451014,1,0,98,0.608,-0.2161,3,3
48,-74.06572935,18.30325566,742-02,2ème Balais,Sud,Port-à-Piment,Coteaux,35.2266,7,3,5,40,1010,5750,3.76,163,2.21,Sid,Pòtapiman,2e Bale,Okoto,0,49.6,50.4,0,67,246921,5.39,42.94,1.63,Bovin,66,0,-1,33.09,Gran Sid,2014,3.304059466,0,0,100,0.017,-1.7696,3,3
49,-72.40306667,19.72557715,362-01,1ère Garde Champêtre,Nord,Bas Limbé,Limbé,12.9689,82,4,4,20,610,8818,3.95,680,2.83,Nò,Ba Lenbe,1e Gad Chanpèt,Lenbe,83.9,5.7,10.5,0,64,313328,5.5,35.53,1.55,Bovin,60,0,-1,10.22,Gran Nòdès,1700,3.230448921,0,0,28,0.362,-0.4413,4,4
50,-71.79560719,19.32304133,442-02,2ème Rose Bonite,Nord Est,Carice,Valières,32.7762,25,4,5,550,990,9014,3.95,275,2.44,Nòdès,Karis,2e Woz Bonit,Valyè,60.4,25.4,14.3,0,49,195122,5.29,21.65,1.34,Bovin,48,0,-1,14.81,Gran Nòdès,2400,3.380211242,0,1,44,0.4,-0.3979,1,1
51,-72.39274658,19.77197783,362-02,2ème Petit Howars,Nord,Bas Limbé,Limbé,39.5036,73,4,4,0,400,16200,4.21,410,2.61,Nò,Ba Lenbe,2e Ti Owa,Lenbe,69.6,26.3,4.1,0,56,587180,5.77,36.25,1.56,Bovin,14,0,-1,9.05,Gran Nòdès,1700,3.230448921,1,0,18,0.543,-0.2652,4,4
52,-71.85659936,19.39411794,442-01,1ère Bois Gamelle,Nord Est,Carice,Valières,23.4409,66,5,5,600,1030,9173,3.96,391,2.59,Nòdès,Karis,1e Bwa Gamèl,Valyè,62.5,8.8,28.7,0,54,290488,5.46,31.67,1.5,Bovin,96,0,-1,15.56,Gran Nòdès,2400,3.380211242,0,0,33,0.532,-0.2741,4,4
53,-73.63531723,18.07746028,716-01,Ile à Vache,Sud,Ile à Vache,Cayes,45.9627,59,4,4,0,60,13791,4.14,300,2.48,Sid,Ilavach,Ilavach,Okay,94.8,5.2,0,0,54,1029092,6.01,74.62,1.87,Bovin,34,0,-1,2.63,Gran Sid,1700,3.230448921,1,0,8,1.43,0.1553,4,4
54,-73.13654595,18.41264181,1014-02,2ème Bezin II,Nippes,Paillant,Miragoâne,28.6244,54,3,4,30,850,8921,3.95,312,2.49,Nip,Payan,2e Bezen II,Miragwàn,33.8,66.2,0,0,56,509266,5.71,57.09,1.76,Bovin,5,0,-1,16.77,Gran Sid,1628,3.211654401,0,0,63,0.723,-0.1409,4,4
55,-73.19552754,18.41513335,1014-01,1ère Salagnac,Nippes,Paillant,Miragoâne,37.3122,54,3,4,280,1040,12797,4.11,343,2.54,Nip,Payan,1e Salayak,Miragwàn,34.1,53.3,12.6,0,55,300337,5.48,23.47,1.37,Bovin,20,0,-1,19.41,Gran Sid,1493,3.174059808,0,0,65,0.689,-0.1618,4,4
56,-74.37101482,18.34466581,753-03,3ème Loby,Sud,Tiburon,Chardonnières,47.9788,43,2,3,0,1090,7135,3.85,149,2.17,Sid,Tibiwon,3e Lobi,Chadonyè,1.4,45.1,47.1,6.4,65,427861,5.63,59.97,1.78,Bovin,66,0,-1,35.81,Gran Sid,954,2.979548375,1,0,99,0.28,-0.5528,3,3
57,-74.27419347,18.31742403,753-04,4ème Dalmette,Sud,Tiburon,Chardonnières,30.0219,56,2,3,0,720,3161,3.5,105,2.02,Sid,Tibiwon,4e Dalmèt,Chadonyè,33.5,39.8,26.8,0,66,440678,5.64,139.41,2.14,Bovin,100,0,-1,21.04,Gran Sid,896,2.95230801,1,0,73,0.421,-0.3757,3,3
58,-74.33891298,18.31300029,753-01,1ère Blactote,Sud,Tiburon,Chardonnières,30.4046,23,2,2,0,350,5699,3.76,187,2.27,Sid,Tibiwon,1e Blaktòt,Chadonyè,35.5,62.3,2.1,0,64,623173,5.79,109.35,2.04,Bovin,82,0,-1,16.2,Gran Sid,800,2.903089987,1,0,85,0.508,-0.2941,3,3
59,-74.27706825,18.35749628,753-02,2ème Nan Sevré,Sud,Tiburon,Chardonnières,38.959,0,2,5,100,1260,3665,3.56,94,1.97,Sid,Tibiwon,2e Nan Sevre,Chadonyè,2.1,19.4,75.1,3.4,77,715712,5.85,195.28,2.29,Bovin,81,18,1.26,40.77,Gran Sid,1270,3.103803721,0,0,100,0.003,-2.5229,3,3
60,-72.63878928,19.83997266,922-01,1ère Bas de Sainte Anne,Nord Ouest,Anse à Foleur,Saint Louis du Nord,26.2681,26,5,5,80,850,8128,3.91,309,2.49,Nòdwès,Ansafolè,1e Ba Sent Àn,Sen Lwi nan N?,5.9,77.9,16.2,0,70,379320,5.58,46.67,1.67,Bovin,9,3,0.48,24.14,Gran Nòdwès,2400,3.380211242,0,0,72,0.004,-2.3979,3,3
61,-72.6369166,19.87512022,922-02,2ème Mayance,Nord Ouest,Anse à Foleur,Saint Louis du Nord,24.7791,53,4,5,0,820,6512,3.81,263,2.42,Nòdwès,Ansafolè,2e Mayans,Sen Lwi nan N?,10.2,49.6,40.2,0,79,162460,5.21,24.95,1.4,Bovin,9,0,-1,29.25,Gran Nòdwès,2262,3.354492601,1,0,48,0.149,-0.8268,3,3
62,-72.40265876,18.30763479,213-04,4ème Fond Melon Michineau,Sud-Est,Cayes-Jacmel,Jacmel,21.3705,30,4,5,270,1460,6697,3.83,313,2.5,Sidès,Kay Jakmèl,4e Fon Melon Michino,Jakmèl,0,45.5,54.5,0,79,183789,5.26,27.44,1.44,Bovin,92,0,-1,34.1,Gran Sid,2085,3.319106059,0,0,78,0.178,-0.7496,3,3
63,-72.38072258,18.26188544,213-02,2ème Gaillard,Sud-Est,Cayes-Jacmel,Jacmel,27.0456,68,4,5,0,1140,10172,4.01,376,2.58,Sidès,Kay Jakmèl,2e Gaya,Jakmèl,14,65.9,20.1,0,63,391566,5.59,38.49,1.59,Bovin,19,0,-1,24.06,Gran Sid,1726,3.237040791,1,0,88,0.685,-0.1643,4,4
64,-72.42331485,18.27751529,213-03,3ème Haut Cap Rouge,Sud-Est,Cayes-Jacmel,Jacmel,15.9483,67,4,4,430,940,7104,3.85,445,2.65,Sidès,Kay Jakmèl,3e Wo Kap Wouj,Jakmèl,23.1,73.9,2.9,0,74,209252,5.32,29.46,1.47,Bovin,17,0,-1,18.82,Gran Sid,1700,3.230448921,0,0,69,0.595,-0.2255,3,3
65,-72.41916694,18.24436547,213-01,1ère Ravine Normande,Sud-Est,Cayes-Jacmel,Jacmel,15.8409,73,4,4,0,590,9770,3.99,617,2.79,Sidès,Kay Jakmèl,1e Ravin Nòmand,Jakmèl,40.6,51.3,8.2,0,53,241851,5.38,24.75,1.39,Bovin,8,0,-1,17.35,Gran Sid,1700,3.230448921,1,0,62,1.055,0.0233,4,4
66,-72.59321221,19.87548483,922-03,3ème Cote de Fer,Nord Ouest,Anse à Foleur,Saint Louis du Nord,19.2868,34,4,5,0,570,7485,3.87,388,2.59,Nòdwès,Ansafolè,3e Kotdefè,Sen Lwi nan N?,2.1,65,32.9,0,72,114859,5.06,15.35,1.19,Bovin,1,2,0.3,28.47,Gran Nòdwès,1933,3.286231854,1,0,36,0.818,-0.0872,3,3
67,-72.48699399,19.60884571,371-07,7ème Bassin,Nord,Plaisance,Plaisance,13.2859,89,4,4,310,870,13142,4.12,989,3,Nò,Plezans,7e Basen,Plezans,42.1,48.9,8.9,0,52,259149,5.41,19.72,1.29,Bovin,8,0,-1,17.88,Gran Nòdès,1700,3.230448921,0,0,69,1.083,0.0346,4,4
68,-72.4802437,19.55847463,371-08,8ème Grande Rivière,Nord,Plaisance,Plaisance,23.9384,68,4,4,340,1040,10053,4,420,2.62,Nò,Plezans,8e Gran Rivyè,Plezans,33.3,52.2,14.5,0,56,168322,5.23,16.74,1.22,Bovin,57,0,-1,20.13,Gran Nòdès,1700,3.230448921,0,0,75,0.672,-0.1726,4,4
69,-72.18632251,19.53071798,331-05,5ème Jolitrou,Nord,Grande Riviere du Nord,Grande Rivière Du Nor,29.2326,45,3,5,70,860,11804,4.07,404,2.61,Nò,Gran Rivyè Nò,5e Jolitwou,Gran Rivyè N?,9.1,76.4,14.6,0,67,290854,5.46,24.64,1.39,Bovin,60,0,-1,23.36,Gran Nòdès,1691,3.228143608,0,0,90,0.167,-0.7773,3,3
70,-72.19276748,19.56316423,331-06,9ème Cormiers,Nord,Grande Riviere du Nord,Grande Rivière Du Nor,15.949,76,3,5,60,740,11999,4.08,752,2.88,Nò,Gran Rivyè Nò,9e Kòmye,Gran Rivyè N?,16.3,71.1,12.5,0,50,219718,5.34,18.31,1.26,Bovin,17,0,-1,21.96,Gran Nòdès,1800,3.255272505,0,0,92,0.407,-0.3904,4,4
71,-72.118468,19.53007218,331-03,3ème Caracol,Nord,Grande Riviere du Nord,Grande Rivière Du Nor,21.0454,19,3,4,90,670,4329,3.64,206,2.31,Nò,Gran Rivyè Nò,3e Karakòl,Gran Rivyè N?,2.8,83.3,13.9,0,68,132191,5.12,30.54,1.48,Bovin,100,10,1,23.98,Gran Nòdès,1629,3.211921084,0,0,46,0.005,-2.301,3,3
72,-72.15433512,19.52278327,331-04,4ème Gambade,Nord,Grande Riviere du Nord,Grande Rivière Du Nor,17.7291,51,3,4,80,690,5632,3.75,318,2.5,Nò,Gran Rivyè Nò,4e Ganbad,Gran Rivyè N?,9.7,68.2,22.1,0,53,91905,4.96,16.32,1.21,Bovin,100,13,1.11,25.09,Gran Nòdès,1526,3.183554534,0,0,84,0.417,-0.3799,3,3
